act-name,see,aka
"Student Loan Consolidation and Technical Amendments Act of 1983	",,
Student Loan Default Prevention Initiative Act of 1990,,
Student Loan Marketing Association Reorganization Act of 1996,,
Student Loan Reconciliation Amendments of 1989,,
Student Loan Reform Act of 1993,,
Student Right-To-Know Act,,
"Student Right-To-Know and Campus Security Act	",,
"Subchapter S Revision Act of 1982	",,
Subcontractors' Gratuities and Kick-Backs Act (Public Contracts),"See Anti-Kickback Act of 1986	",
"Submarine Cable Act	",,
"Submerged Lands Act	",,
"Subsistence Expense Act of 1926	",,
Subversive Activities Control Act of 1950,,
Subversive Activities Control Board Tenure Act,,
"Success in Countering Al Qaeda Reporting Requirements Act of 2009	",,
"Sudan Accountability and Divestment Act of 2007	",,
"Sudan Peace Act	",,
"Sudbury, Assabet, and Concord Wild and Scenic River Act ",,
"Sudbury, Assabet, and Concord Wild and Scenic River Study Act ",,
"Sudden Infant Death Syndrome Act of 1974	",,
"Sudden Infant Death Syndrome Amendments of 1979	",,
"Suffrage Amendment	",,
"Sugar Act Amendments of 1962	",,
"Sugar Act Amendments of 1965	",,
"Sugar Act Amendments of 1971	",,
"Sugar Act of 1937	",,
"Sugar Act of 1948	",,
"Sugar Control Act	",,
"Sugar Control Extension Act of 1947	",,
"Sugar Loaf Fire Protection District Land Exchange Act of 2011	",,
"Sugar Pine Dam and Reservoir Conveyance Act	",,
"Sugarbush Land Exchange Act of 1996	",,
Suits in Admiralty Act,,
Sulloway Act (Pensions),"See Widows' Pension Act	",
"Summary Courts-Martial Act	",,
"Sumners Courts Act	",,
"Sumners-Amherst Act	",,
"Sumners-McCarran Act	",,
"Sun Grant Research Initiative Act of 2003	",,
"Sundry Civil Appropriations Act, Fiscal Year 1899 ",,
Sunshine Act,"See Government in the Sunshine Act	",
Superfund Act,"See Comprehensive Environmental Response, Compensation, and Liability Act of 1980 ",
"Superfund Amendments and Reauthorization Act of 1986	",,
"Superfund Revenue Act of 1986	",,
"Supplement to Second Liberty Bond Act	",,
"Supplemental Appropriation Act, 1948	",,
"Supplemental Appropriation Act, 1949	",,
"Supplemental Appropriation Act, 1950	",,
"Supplemental Appropriation Act, 1951	",,
"Supplemental Appropriation Act, 1952	",,
"Supplemental Appropriation Act, 1953	",,
"Supplemental Appropriation Act, 1954	",,
"Supplemental Appropriation Act, 1955	",,
"Supplemental Appropriation Act, 1956	",,
"Supplemental Appropriation Act, 1957	",,
"Supplemental Appropriation Act, 1958	",,
"Supplemental Appropriation Act, 1959	",,
"Supplemental Appropriation Act, 1960	",,
"Supplemental Appropriation Act, 1961	",,
"Supplemental Appropriation Act, 1962	",,
"Supplemental Appropriation Act, 1963	",,
"Supplemental Appropriation Act, 1965	",,
"Supplemental Appropriation Act, 1966	",,
"Supplemental Appropriation Act, 1967	",,
"Supplemental Appropriation Act, 1968	",,
"Supplemental Appropriation Act, 1969	",,
"Supplemental Appropriation Act, 1970	",,
"Supplemental Appropriation Act, 1971	",,
"Supplemental Appropriations Act, 1972	",,
"Supplemental Appropriations Act, 1973	",,
"Supplemental Appropriations Act, 1974	",,
"Supplemental Appropriations Act, 1975	",,
"Supplemental Appropriations Act, 1976	",,
"Supplemental Appropriations Act, 1977	",,
"Supplemental Appropriations Act, 1978	",,
"Supplemental Appropriations Act, 1979	",,
"Supplemental Appropriations Act, 1982	",,
"Supplemental Appropriations Act, 1983	",,
"Supplemental Appropriations Act, 1984	",,
"Supplemental Appropriations Act, 1985	",,
"Supplemental Appropriations Act, 1987	",,
"Supplemental Appropriations Act, 2001	",,
"Supplemental Appropriations Act, 2008	",,
"Supplemental Appropriations Act, 2009	",,
"Supplemental Appropriations Act, 2010	",,
"Supplemental Appropriations Act of 1993	",,
"Supplemental Appropriations Act of 1996	",,
"Supplemental Appropriations and Rescission Act, 1980	",,
"Supplemental Appropriations and Rescission Act, 1981	",,
"Supplemental Appropriations for the New Independent States of the Former Soviet Union Act, 1993	",,
"Supplemental Defense Appropriation Act, 1958	",,
"Supplemental Defense Appropriation Act, 1966	",,
"Supplemental Defense Appropriation Act, 1967	",,
"Supplemental Federal Security Agency Appropriation Act, 1949	",,
"Supplemental Government Corporations Appropriation Act, 1948	",,
"Supplemental Housing Authorization Act of 1977	",,
"Supplemental Independent Offices Appropriation Act, 1949	",,
"Supplemental Labor Department Appropriation Act, 1960	",,
"Supplemental Military Appropriation Act, 1940	",,
"Supplemental National Defense Appropriation Act, 1948	",,
"Supplemental Naval Appropriation Act, 1943	",,
"Supplemental Post Office Department Appropriation Act, 1949",,
"Supplemental Treasury and Post Office Departments Appropriation Act, 1949	",,
"Supplemental Treasury Department Appropriation Act, 1949",,
"Supplemental Veterans Administration Appropriation Act, 1962	",,
"Support Anti-terrorism by Fostering Effective Technologies Act of 2002	",,"Also known as the SAFETY Act	"
Support for East European Democracy (SEED) Act of 1989,,
"Support for Overseas Cooperative Development Act	",,
"Support of American Eagle Silver Bullion Program Act	",,
"Support Our Scouts Act of 2005	",,
Supporting Teens through Education and Protection Act of 2005,,"Also known as the STEP Act	"
"Suppression of the Financing of Terrorism Convention Implementation Act of 2002	",,
"Supreme Court Grounds Transfer Act of 2005	",,
Surety Companies Act,"See Corporate Surety Act	",
"Surface and Air Transportation Programs Extension Act of 2011	",,
"Surface Freight Forwarder Deregulation Act of 1986	",,
"Surface Mining Control and Reclamation Act Amendments of 2006	",,
"Surface Mining Control and Reclamation Act of 1977	",,
"Surface Transportation and Uniform Relocation Assistance Act of 1987	",,
"Surface Transportation Assistance Act of 1978	",,
"Surface Transportation Assistance Act of 1982	",,
"Surface Transportation Extension Act of 1997	",,
"Surface Transportation Extension Act of 2003	",,
"Surface Transportation Extension Act of 2004	",,
"Surface Transportation Extension Act of 2004, Part II ",,
"Surface Transportation Extension Act of 2004, Part III ",,
"Surface Transportation Extension Act of 2004, Part IV ",,
"Surface Transportation Extension Act of 2004, Part V ",,
"Surface Transportation Extension Act of 2005	",,
"Surface Transportation Extension Act of 2005, Part II ",,
"Surface Transportation Extension Act of 2005, Part III ",,
"Surface Transportation Extension Act of 2005, Part IV ",,
"Surface Transportation Extension Act of 2005, Part V ",,
"Surface Transportation Extension Act of 2005, Part VI ",,
"Surface Transportation Extension Act of 2010	",,
"Surface Transportation Extension Act of 2010, Part II ",,
"Surface Transportation Extension Act of 2011	",,
"Surface Transportation Extension Act of 2011, Part II ",,
"Surface Transportation Revenue Act of 1991	",,
"Surface Transportation Revenue Act of 1998	",,
"Surplus Agricultural Commodities Disposal Act of 1982	",,
"Surplus Commodities Corporation Act	",,
"Surplus Fund-Certified Claims Act of 1949	",,
"Surplus Property Act of 1944	",,
Survey Manual Legalization Act (Public Lands) ,,
"Survivor Benefit Plan Amendments of 1985	",,
"Susan B. Anthony Dollar Coin Act of 1978	",,
"Sustainable Fisheries Act	",,
"SUTA Dumping Prevention Act of 2004	",,
"Suzanne's Law	",,
"Swamp Land Act of 1850	",,
Sweet Act (War Risk Insurance Amendment),,
"Swift Rail Development Act of 1994	",,
"Swine Health Protection Act	",,
"Symms National Recreational Trails Act of 1991	",,
"Synthetic Fuels Corporation Act of 1985	",,
"Synthetic Liquid Fuels Act	",,
"Syria Accountability and Lebanese Sovereignty Restoration Act of 2003	",,
"TAA Health Coverage Improvement Act of 2009	",,
"Taconic Mountains Protection Act of 1991	",,
Taft-Hartley Act,"See Labor-Management Relations Act 1947	",
"Taiwan Relations Act	",,
"Take Pride in America Act	",,
"Tallgrass Prairie National Preserve Act of 1996	",,
"Talmadge-Aiken Act	",,
"Tandem Truck Safety Act of 1984	",,
"TANF and Child Care Continuation Act of 2005	",,
"TANF and Related Programs Continuation Act of 2004	",,
"TANF Emergency Response and Recovery Act of 2005	",,
"TANF Extension Act of 2005	",,
"Tank Vessel Act	",,
"Taos Pueblo Indian Water Rights Settlement Act	",,
"Tapoco Project Licensing Act of 2004	",,
"Tariff Act of 1922	",,
"Tariff Act of 1930	",,
"Tariff Board Act	",,
"Tariff Classification Act of 1962	",,
"Tariff Commission of 1882	",,
"Tariff of 1894	",,
"Tariff of 1913	",,
"Tariff Schedules Technical Amendments Act of 1965	",,
"Tariff Suspension and Trade Act of 2000	",,
Tarsney Act (Erection of Public Buildings) ,,
"Taunton River Wild and Scenic River Study Act of 2000	",,
"Tax Adjustment Act of 1945	",,
"Tax Adjustment Act of 1966	",,
"Tax and Trade Relief Extension Act of 1998	",,
"Tax Equity and Fiscal Responsibility Act of 1982	",,
"Tax Extenders and Alternative Minimum Tax Relief Act of 2008	",,
"Tax Extension Act of 1991	",,
"Tax Increase Prevention Act of 2007	",,
"Tax Increase Prevention and Reconciliation Act of 2005	",,
Tax Loophole Act of 1937,"See Revenue Act of 1937	",
"Tax Rate Extension Act of 1955	",,
"Tax Rate Extension Act of 1956	",,
"Tax Rate Extension Act of 1957	",,
"Tax Rate Extension Act of 1958	",,
"Tax Rate Extension Act of 1959	",,
"Tax Rate Extension Act of 1961	",,
"Tax Rate Extension Act of 1962	",,
"Tax Rate Extension Act of 1963	",,
"Tax Reduction Act of 1975	",,
"Tax Reduction and Simplification Act of 1977	",,
"Tax Reform Act of 1969	",,
"Tax Reform Act of 1976	",,
"Tax Reform Act of 1984	",,
"Tax Reform Act of 1986	",,
"Tax Relief and Health Care Act of 2006	",,
"Tax Relief Extension Act of 1999	",,
"Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act of 2010 ",,
Tax Simplification Act,"See Individual Income Tax Act of 1944	",
"Tax Technical Corrections Act of 1998	",,
"Tax Technical Corrections Act of 2005	",,
"Tax Technical Corrections Act of 2007	",,
"Tax Treatment Extension Act of 1977	",,
"Tax Treatment of Partnership Items Act of 1982	",,
"Taxpayer Bill of Rights 2	",,
"Taxpayer Bill of Rights 3	",,
"Taxpayer Browsing Protection Act	",,
"Taxpayer Relief Act of 1997	",,
"Taxpayer-Teacher Protection Act of 2004	",,
"Taylor Grazing Act	",,
"Taylor T. V. A. Act	",,
"TEA 21 Restoration Act	",,
"Tea Importation Act	",,
Teachers' Retirement Law (District of Columbia) ,,
"Teachers' Salary Act Amendments of 1974	",,
"Technical Amendments Act of 1958	",,
"Technical Amendments to the Federal Courts Improvement Act of 1984	",,
"Technical Amendments to Various Indian Laws Act of 1991	",,
"Technical and Miscellaneous Civil Service Amendments Act of 1992	",,
"Technical and Miscellaneous Revenue Act of 1988	",,
"Technical Changes Act of 1953	",,
"Technical Corrections Act of 1979	",,
"Technical Corrections Act of 1982	",,
"Technology Administration Act of 1998	",,
"Technology Administration Authorization Act of 1991	",,
"Technology Assessment Act of 1972	",,
"Technology Competitiveness Act	",,
Technology for Education Act of 1994,,
"Technology Transfer Commercialization Act of 2000	",,
"Technology, Education, and Copyright Harmonization Act of 2002 ",,
"Technology-Related Assistance for Individuals With Disabilities Act Amendments of 1994	",,
"Technology-Related Assistance for Individuals With Disabilities Act of 1988	",,
"Tech-Prep Education Act	",,
Ted Stevens Olympic and Amateur Sports Act,,
"Ted Weiss Child Support Enforcement Act of 1992	",,
"Teen Suicide Prevention Act of 2000	",,
"Teenage Draft Act	",,
TEFRA,"See Tax Equity and Fiscal Responsibility Act of 1982	",
"Telecommunications Accessibility Enhancement Act of 1988	",,
"Telecommunications Act of 1996	",,
"Telecommunications Authorization Act of 1992	",,
"Telecommunications for the Disabled Act of 1982	",,
"Telecommunications Trade Act of 1988	",,
Telegraph Company Merger Act,"See Communications Act of 1934	",
"Telehealth Grant Consolidation Act of 2002	",,
"Telemarketing and Consumer Fraud and Abuse Prevention Act	",,
"Telemarketing Fraud Prevention Act of 1998	",,
"Telephone Consumer Protection Act of 1991	",,
"Telephone Disclosure and Dispute Resolution Act	",,
"Telephone Operator Consumer Services Improvement Act of 1990	",,
"Telephone Records and Privacy Protection Act of 2006	",,
"Television Broadcasting to Cuba Act	",,
"Television Decoder Circuitry Act of 1990	",,
"Television Program Improvement Act of 1990	",,
"Telework Enhancement Act of 2010	",,
Teller Act (Omnibus Statehood Act) ,,
Teller Resolution (Cuba) ,,
Temple Act (Topographical Survey) ,,
"Temporary Child Care for Children With Disabilities and Crisis Nurseries Act Amendments of 1992	",,
"Temporary Child Care for Children With Disabilities and Crisis Nurseries Act of 1986	",,
Temporary Child Care for Handicapped Children and Crisis Nurseries Act of 1986,"See Temporary Child Care for Children With Disabilities and Crisis Nurseries Act of 1986	",
Temporary Emergency Food Assistance Act of 1983,"Renamed Emergency Food Assistance Act of 1983	",
Temporary Emergency Wildfire Suppression Act,"Renamed Emergency Wildfire Suppression Act	",
"Temporary Extended Railroad Unemployment Insurance Benefits Act of 1961	",,
"Temporary Extended Unemployment Compensation Act of 1961	",,
"Temporary Extended Unemployment Compensation Act of 2002	",,
"Temporary Extension Act of 2010	",,
"Temporary Payroll Tax Cut Continuation Act of 2011	",,
"Temporary Unemployment Compensation Act of 1958	",,
"Ten-in-Ten Fuel Economy Act	",,
"Tennessee Restoration Resolution	",,
"Tennessee Valley Authority Act of 1933	",,
"Tennessee Valley Authority Bond Limitation Act	",,
"Tennessee Valley Authority Bridge Act	",,
"Tennessee Wilderness Act of 1984	",,
"Tennessee Wilderness Act of 1986	",,
"Terminal Inspection Act	",,
"Territorial Enabling Act of 1950	",,
"Territorial Practice Act	",,
"Terrorism Risk Insurance Act of 2002	",,
"Terrorism Risk Insurance Extension Act of 2005	",,
"Terrorism Risk Insurance Program Reauthorization Act of 2007	",,
"Terrorist Bombings Convention Implementation Act of 2002	",,
"Terrorist Death Penalty Enhancement Act of 2005	",,
"Terry Beirn Community Based AIDS Research Initiative Act of 1991	",,
"Terry Peak Land Transfer Act of 1999	",,
"Texas Annexation Resolution	",,
"Texas Band of Kickapoo Act	",,
"Texas Low-Level Radioactive Waste Disposal Compact Consent Act	",,
"Texas National Forests Improvement Act of 2000	",,
"Texas Volunteer Pensions Act	",,
"Texas Wilderness Act of 1984	",,
"Textile Fiber Products Identification Act	",,
"Thanksgiving Day Act	",,
"The American National Red Cross Governance Modernization Act of 2007	",,
"Third Deficiency Appropriation Act, 1946	",,
